Name,Created time,Last edited time,Note Type,Status
Permissions,"August 11, 2022 1:44 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create A Budget,"August 11, 2022 2:57 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create A Role,"August 11, 2022 3:02 AM","September 20, 2023 2:23 AM",Literature,Processed
Amazon Machine Images,"August 12, 2022 1:05 AM","September 20, 2023 2:23 AM",Literature,Processed
Instance Types,"August 12, 2022 2:52 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Connect To An EC2 Instance Using SSH,"September 27, 2022 1:07 AM","September 20, 2023 2:23 AM",Literature,Processed
Internet Gateway,"September 30, 2022 2:05 AM","September 20, 2023 2:23 AM",Literature,Processed
VPC Defaults,"October 1, 2022 12:48 AM","September 20, 2023 2:23 AM",Literature,Processed
Blessings Dressed As A Curse,"October 2, 2022 5:18 PM","September 20, 2023 2:28 AM",Fleeting,Processed
What Are Bits?,"October 4, 2022 2:33 AM","September 20, 2023 2:23 AM",Literature,Processed
Networking,"October 4, 2022 11:53 PM","September 20, 2023 2:23 AM",Literature,Processed
VPC Peering,"October 5, 2022 12:10 AM","September 20, 2023 2:23 AM",Literature,Processed
Transit Gateways,"October 5, 2022 12:14 AM","September 20, 2023 2:23 AM",Literature,Processed
VPC Endpoints,"October 5, 2022 12:25 AM","September 20, 2023 2:23 AM",Literature,Processed
How to Create a Subnet,"October 5, 2022 1:47 AM","September 20, 2023 2:23 AM",Literature,Processed
Password Policies,"October 5, 2022 2:02 AM","September 20, 2023 2:23 AM",Literature,Processed
Security Tools,"October 5, 2022 2:02 AM","September 20, 2023 2:23 AM",Literature,Processed
User Groups,"October 5, 2022 2:03 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is A VPC?,"October 5, 2022 2:47 AM","September 20, 2023 2:23 AM",Literature,Processed
Types Of Load Balancers,"October 6, 2022 2:22 AM","September 20, 2023 2:23 AM",Literature,Processed
Connection Draining,"October 6, 2022 2:22 AM","September 20, 2023 2:23 AM",Literature,Processed
Health Checks,"October 8, 2022 1:15 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create An Auto Scaling Group,"October 11, 2022 1:06 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is An Auto Scaling Group?,"October 11, 2022 2:16 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is EBS?,"October 12, 2022 10:10 PM","September 20, 2023 2:23 AM",Literature,Processed
What Is An Instance Store?,"October 12, 2022 10:11 PM","September 20, 2023 2:23 AM",Literature,Processed
EBS Snapshots,"October 12, 2022 11:26 PM","September 20, 2023 2:23 AM",Literature,Processed
Types Of EBS,"October 12, 2022 11:29 PM","September 20, 2023 2:23 AM",Literature,Processed
Create Standalone EBS Volume,"October 13, 2022 1:30 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create An EFS?,"October 13, 2022 1:48 AM","September 20, 2023 2:23 AM",Literature,Processed
What Dreams Are Made Of,"October 16, 2022 10:41 PM","February 18, 2024 11:21 PM",Permanent,Processed
Unwavering Conviction,"October 17, 2022 12:47 AM","November 2, 2024 3:53 AM",Permanent,Processed
Authentication And Routing Is State Management,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Server State,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Complexity Subjectiveness,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
UseEffect Mental Model,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
You Will Not Convince Everyone Always,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Web State Explosion,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
State Charts For Strict Navigation,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Route Hierarchy Inversion,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Orchestration Is About Control,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
What Should A Router Do When Navigating,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
“Decide What To Do” Then “Act On It”,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
State Charts For Business Concerns,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Ember Templates Are A Function Of State,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Difficulty Subjective Terms,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
We Have Gone Full Circle From PHP To React,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Fool-proofing Links,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Making The Bad Thing The Easy Thing,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
What Are You Willing To Couple To Make Things Easier?,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Reasons For Custom Back Buttons,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
React Still Needs A Good REST Solution,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Class Components Abandonment,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Stack Navigation For Single Page Applications,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
When/Why useEffect Does Not Always Work?,"October 18, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
Everything Is Designed To Do Something,"October 18, 2022 1:36 AM","November 19, 2023 12:51 AM",Literature,Processed
Life Is A Terminal,"October 18, 2022 1:36 AM","October 1, 2023 11:40 PM",Literature,Processed
Keep Moving Forward While You Worry,"October 18, 2022 1:36 AM","October 1, 2023 11:40 PM",Literature,Unprocessed
Mental Clarity Is a Sign Of Braveness,"October 18, 2022 1:36 AM","October 1, 2023 11:40 PM",Literature,Unprocessed
Sharing What You Like To Your Children,"October 18, 2022 1:36 AM","October 1, 2023 11:29 PM",Literature,Processed
"Show, Don’t Order","October 18, 2022 1:36 AM","October 1, 2023 11:29 PM",Literature,Processed
What Is Just?,"October 18, 2022 1:36 AM","October 1, 2023 11:40 PM",Literature,Unprocessed
"A Framework-Independent, Decoupled Frontend Architecture For Large Scale Projects | T3chFest 2019","October 18, 2022 2:38 AM","September 20, 2023 2:23 AM",Literature,Processed
The Clean Architecture,"October 18, 2022 2:38 AM","September 20, 2023 2:23 AM",Literature,Processed
Web UI Architecture,"October 18, 2022 2:38 AM","September 20, 2023 2:23 AM",Literature,Processed
Decoupling Apps From Frameworks,"October 18, 2022 2:38 AM","September 20, 2023 2:23 AM",Literature,Processed
"Statecharts For Requirements Specification - As Simple As Possible, As Rich As Needed","October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Interactive Application Architecture,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Planning Is Guessing,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
"No Deadlines For You! Software Dev Without Estimates, Specs or Other Lies","October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Pure UI,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Why The React Community Is Missing The Point Of Web Components,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
"Yes, Your Code Is Opinionated","October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
Fear Of The Un-opinionated Framework,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
Search Engine Optimizations 101,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
Reactivity in Web Frameworks,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
The Magpie Developer,"October 18, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
Throughput,"October 20, 2022 1:45 AM","September 20, 2023 2:23 AM",Literature,Processed
You Don’t Need Kubernetes,"October 20, 2022 10:46 AM","September 20, 2023 2:23 AM",Fleeting,Unprocessed
Tu Vida de Gratificación Instantánea,"October 20, 2022 10:56 AM","September 20, 2023 2:23 AM",Fleeting,Unprocessed
Types Of Databases,"October 22, 2022 1:16 AM","September 20, 2023 2:23 AM",Literature,Processed
Inventing By Chance,"October 24, 2022 8:15 PM","October 1, 2023 7:15 PM",Literature,Processed
Software Development Is Like Pop Culture,"October 24, 2022 8:17 PM","September 20, 2023 2:23 AM",Literature,Processed
Throw Away Common Sense,"October 24, 2022 8:20 PM","November 4, 2023 6:46 PM",Literature,Processed
Time Is Just The Measure Of Motion,"October 24, 2022 8:38 PM","October 1, 2023 7:29 PM",Literature,Processed
Different Angles Of The Same Problem,"October 24, 2022 8:40 PM","October 1, 2023 7:29 PM",Literature,Unprocessed
The Operating System of the Mind,"October 24, 2022 8:44 PM","October 1, 2023 7:29 PM",Literature,Unprocessed
What Is A People's Pride About?,"October 24, 2022 9:06 PM","September 20, 2023 2:23 AM",Literature,Processed
We All Depend On Someone's Kindness At Some Point In Our Lives,"October 24, 2022 9:12 PM","October 1, 2023 7:29 PM",Literature,Processed
Anti INTJ Opinion,"October 24, 2022 9:17 PM","October 1, 2023 7:28 PM",Literature,Unprocessed
Coming To Terms With Your Decisions,"October 24, 2022 9:24 PM","December 18, 2023 1:11 AM",Literature,Unprocessed
Looking Into The Past,"October 24, 2022 9:45 PM","October 1, 2023 7:15 PM",Literature,Unprocessed
Failures As Catalysts,"October 24, 2022 9:49 PM","February 18, 2024 9:14 PM",Literature,Processed
Finding Calm Amidst Uncertainty,"October 24, 2022 9:52 PM","October 1, 2023 7:14 PM",Literature,Unprocessed
No. I will do it. Failure isn't an option,"October 24, 2022 9:55 PM","February 18, 2024 11:17 PM",Literature,Processed
Universal Bonds: Understanding Each Other,"October 24, 2022 9:58 PM","October 1, 2023 11:40 PM",Literature,Processed
What Is Aurora?,"October 24, 2022 11:16 PM","September 20, 2023 2:23 AM",Literature,Processed
Parameter Groups,"October 24, 2022 11:33 PM","September 20, 2023 2:23 AM",Literature,Processed
Read Replicas,"October 24, 2022 11:38 PM","September 20, 2023 2:23 AM",Literature,Processed
Stand By Replicas,"October 25, 2022 12:58 AM","September 20, 2023 2:23 AM",Literature,Processed
RDS Connection,"October 25, 2022 1:15 AM","September 20, 2023 2:23 AM",Literature,Processed
RDS Access Management,"October 25, 2022 1:30 AM","September 20, 2023 2:23 AM",Literature,Processed
Databases Networking,"October 25, 2022 1:38 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is Caching?,"October 26, 2022 12:43 AM","September 20, 2023 2:23 AM",Literature,Processed
CDN Caching,"October 26, 2022 1:14 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Web Server Caching,"October 26, 2022 1:14 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Application Caching,"October 26, 2022 1:15 AM","September 20, 2023 2:23 AM",Literature,Processed
What To Cache?,"October 26, 2022 2:08 AM","September 20, 2023 2:23 AM",Literature,Processed
Write-through Caching Strategy,"October 27, 2022 1:30 AM","September 20, 2023 2:23 AM",Literature,Processed
Read-through Caching Strategy,"October 27, 2022 2:31 AM","September 20, 2023 2:23 AM",Literature,Processed
ElastiCache Engines,"October 27, 2022 8:14 PM","September 20, 2023 2:23 AM",Literature,Processed
Less Known Database Services,"October 28, 2022 1:15 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is S3?,"November 2, 2022 1:40 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
What Is Lambda?,"November 2, 2022 1:43 AM","September 20, 2023 2:23 AM",Literature,Processed
EC2 Vs Lambda,"November 2, 2022 9:37 PM","September 20, 2023 2:23 AM",Literature,Processed
What Are Containers?,"November 2, 2022 11:54 PM","September 20, 2023 2:23 AM",Literature,Processed
EC2 vs ECS,"November 3, 2022 12:35 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is EKS?,"November 3, 2022 1:09 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is A Task Definition?,"November 3, 2022 2:06 AM","September 20, 2023 2:23 AM",Literature,Processed
Container Images Repositories,"November 4, 2022 1:37 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is An Interface?,"November 7, 2022 11:42 PM","September 20, 2023 2:23 AM",Literature,Processed
What Is HTTP?,"November 8, 2022 1:40 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
What Is Lightsail?,"November 10, 2022 1:34 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is AppRunner?,"November 10, 2022 1:36 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is Copilot?,"November 10, 2022 1:38 AM","September 20, 2023 2:23 AM",Literature,Processed
HCI Patterns,"November 12, 2022 9:28 AM","September 20, 2023 2:23 AM",Fleeting,Unprocessed
Inter-Proccess Communication,"November 18, 2022 12:56 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
What Is SNS?,"November 19, 2022 12:21 PM","September 20, 2023 2:23 AM",Literature,Processed
What Is PubSub?,"November 19, 2022 2:10 PM","September 20, 2023 2:23 AM",Literature,Processed
What Are Step Functions?,"November 19, 2022 2:13 PM","September 20, 2023 2:23 AM",Literature,Processed
Hero Of Justice,"December 25, 2022 4:27 PM","October 1, 2023 11:38 PM",Literature,Unprocessed
What Is Bookkeeping?,"December 28, 2022 8:19 PM","September 20, 2023 2:23 AM",Literature,Processed
What Is A Ledger?,"December 29, 2022 6:35 PM","September 20, 2023 2:23 AM",Literature,Processed
What Is Database Duplication?,"December 30, 2022 1:42 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is Distributed Consensus?,"December 30, 2022 1:52 AM","September 20, 2023 2:23 AM",Literature,Processed
What Is Proof-of-Work?,"December 30, 2022 2:25 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Being Serious Is Not A Virtue,"December 31, 2022 9:33 PM","October 1, 2023 7:50 PM",Literature,Unprocessed
An Outsider's Point Of View Can Be Helpful,"December 31, 2022 9:54 PM","October 1, 2023 7:49 PM",Literature,Processed
Your Worst Enemy Is What You Think You Know,"December 31, 2022 10:14 PM","November 4, 2023 6:45 PM",Literature,Processed
I Am Different From Everyone Else,"December 31, 2022 10:23 PM","December 18, 2023 1:03 AM",Literature,Unprocessed
Information Consumption Says A Lot About A Person,"December 31, 2022 10:32 PM","October 1, 2023 7:49 PM",Literature,Processed
"If Something Happens Twice, It’s Worth Betting On","December 31, 2022 11:12 PM","October 1, 2023 7:49 PM",Literature,Processed
Empty Criticism,"January 1, 2023 12:54 AM","October 1, 2023 7:48 PM",Literature,Processed
"New Year, New Me","January 1, 2023 3:11 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Types Of Blockchains,"January 2, 2023 7:30 PM","September 20, 2023 2:23 AM",Literature,Unprocessed
How Is Access Represented In Crypto?,"January 3, 2023 4:24 PM","September 20, 2023 2:23 AM",Literature,Unprocessed
It's Gonna Rain,"January 4, 2023 12:48 PM","September 20, 2023 2:28 AM",Fleeting,Processed
What Is An Address?,"January 5, 2023 2:11 AM","September 20, 2023 2:23 AM",Literature,Unprocessed
Turbulentous Saturday,"January 7, 2023 1:04 PM","September 20, 2023 2:28 AM",Fleeting,Processed
After A Stormy Week,"January 21, 2023 12:13 PM","September 20, 2023 2:23 AM",Fleeting,Processed
First Cold Of The Year,"January 23, 2023 1:39 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Tired Of Being Sick,"January 26, 2023 1:37 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Messenger From Zero,"January 27, 2023 12:22 PM","September 20, 2023 2:23 AM",Fleeting,Processed
First Sunday In A Long Time,"January 29, 2023 3:57 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Keep Going,"January 31, 2023 2:00 PM","September 20, 2023 2:23 AM",Fleeting,Processed
One Week After The Storm,"February 6, 2023 1:25 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Focus Instead Of Panicking,"February 7, 2023 1:44 AM","October 1, 2023 7:48 PM",Literature,Processed
"Even If The World Didn't Look Like It Had Changed, Time Is Still Passing","February 7, 2023 1:56 AM","October 1, 2023 7:48 PM",Literature,Processed
Fakers,"February 7, 2023 2:23 AM","October 1, 2023 7:48 PM",Literature,Processed
Too Tired To Think,"February 8, 2023 1:22 PM","September 20, 2023 2:23 AM",Fleeting,Processed
And Now I'm All Alone,"February 10, 2023 1:48 AM","September 20, 2023 2:23 AM",Fleeting,Processed
Starry Saturday,"February 11, 2023 1:41 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Feelings Over Facts,"February 11, 2023 4:23 PM","October 1, 2023 7:47 PM",Literature,Processed
Human Speech,"February 11, 2023 4:39 PM","October 1, 2023 7:47 PM",Literature,Unprocessed
Walmart Please,"February 15, 2023 1:07 PM","September 20, 2023 2:23 AM",Fleeting,Processed
I Don't Even Know What Day It Is,"February 16, 2023 1:11 PM","September 20, 2023 2:23 AM",Fleeting,Processed
It’s Friday But Feels Like Monday,"February 17, 2023 1:01 PM","September 20, 2023 2:23 AM",Fleeting,Processed
SideProject Motion,"February 22, 2023 3:12 AM","September 20, 2023 2:23 AM",Fleeting,Processed
I Want To Show The Entire World,"February 23, 2023 1:59 PM","September 20, 2023 2:23 AM",Fleeting,Processed
Friday But Not A Calm One,"February 24, 2023 12:43 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Saturday Checkpoint,"February 25, 2023 2:54 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Fri-Fri-Friday,"March 3, 2023 12:56 PM","September 20, 2023 2:23 AM",Fleeting,Processed
I Will Survive,"March 8, 2023 4:01 AM","September 20, 2023 2:23 AM",Fleeting,Processed
Trying To Take It slow,"March 14, 2023 1:20 PM","September 20, 2023 2:23 AM",Fleeting,Processed
I Will Conquer This Chaos,"March 16, 2023 1:32 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Judging On Appearances,"March 19, 2023 2:35 AM","October 1, 2023 7:46 PM",Literature,Processed
Uki-like Personalities,"March 19, 2023 2:43 AM","October 1, 2023 7:46 PM",Literature,Processed
An Image That Defines Who We Are,"March 19, 2023 4:14 AM","October 1, 2023 7:46 PM",Literature,Processed
Growing To your Full Potential Using The Rules,"March 19, 2023 4:54 PM","October 1, 2023 7:30 PM",Literature,Processed
" Don’t Believe Everything You Think","March 19, 2023 5:23 PM","September 20, 2023 2:23 AM",Literature,Processed
What Counts It's Love,"March 19, 2023 8:02 PM","October 1, 2023 7:31 PM",Literature,Processed
The Girl Named Senri Minamisawa,"March 19, 2023 8:28 PM","October 1, 2023 7:30 PM",Literature,Processed
"Ignorance, The Mortal Enemy Of The Right Sider","March 21, 2023 12:12 PM","October 1, 2023 7:50 PM",Literature,Unprocessed
It’s Been  A While,"April 7, 2023 3:48 AM","September 20, 2023 2:28 AM",Fleeting,Processed
Starting A new,"June 20, 2023 11:59 AM","September 20, 2023 2:28 AM",Fleeting,Processed
Monday (Lost The Count),"June 26, 2023 1:17 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Learning To Handle Responsibilities,"June 27, 2023 1:15 PM","September 20, 2023 2:28 AM",Fleeting,Processed
First Day With Lourdes,"June 28, 2023 12:24 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Clean Freak,"June 29, 2023 12:01 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Pasta Saturday,"July 1, 2023 7:52 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Is it Wednesday Already?,"July 5, 2023 1:33 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Are You Happy? I Think I Am,"July 6, 2023 12:41 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Deathly Loneliness Attacks,"July 10, 2023 1:50 PM","September 20, 2023 2:28 AM",Fleeting,Processed
What's Wrong With My Attention?,"July 11, 2023 11:58 AM","September 20, 2023 2:28 AM",Fleeting,Processed
What Am I Feeling?,"July 18, 2023 12:11 PM","September 20, 2023 2:28 AM",Fleeting,Processed
PTO with Lourdes,"July 21, 2023 2:12 AM","September 20, 2023 2:28 AM",Fleeting,Processed
Vibes Energy,"August 1, 2023 2:08 AM","September 20, 2023 2:28 AM",Fleeting,Processed
A comatose Wednesday,"August 2, 2023 11:59 AM","September 20, 2023 2:28 AM",Fleeting,Processed
A Neutrall Thursday,"August 3, 2023 12:40 PM","September 20, 2023 2:28 AM",Fleeting,Processed
I Need To Sleep More,"August 11, 2023 2:10 AM","September 20, 2023 2:28 AM",Fleeting,Processed
Sleep Paralysis,"August 14, 2023 12:11 PM","September 20, 2023 2:28 AM",Fleeting,Processed
That's Hell You're Walking Into,"August 18, 2023 12:47 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Truth and Illusion in Communication,"August 21, 2023 3:15 PM","November 4, 2023 7:17 PM",Literature,Processed
After A Short Vacation,"August 22, 2023 12:45 PM","September 20, 2023 2:28 AM",Fleeting,Processed
Thanks Brain,"September 1, 2023 12:08 AM","September 20, 2023 2:28 AM",Fleeting,Processed
It’s About The Journey,"September 3, 2023 1:12 AM","October 1, 2023 11:39 PM",,Processed
Right-Sider’s Traits,"September 3, 2023 1:25 AM","October 1, 2023 11:39 PM",,Processed
The Other Side Of Being Protected,"September 3, 2023 2:31 PM","October 1, 2023 11:39 PM",,Processed
I'm So Fucking Tired,"September 11, 2023 12:46 PM","September 20, 2023 2:27 AM",Fleeting,Processed
Where Are You?,"September 13, 2023 11:22 AM","September 20, 2023 2:28 AM",Fleeting,Processed
Being An Enabler,"September 14, 2023 12:25 PM","September 30, 2023 7:32 PM",Fleeting,Processed
Suffering And Anger Are Necessary,"September 18, 2023 1:31 AM","November 4, 2023 6:34 PM",Literature,Processed
I'm Alive,"September 19, 2023 12:48 PM","September 20, 2023 2:27 AM",Fleeting,Processed
A Little Breath,"September 21, 2023 12:39 PM","September 21, 2023 12:45 PM",Fleeting,Processed
"I'm Right Here, Okay?","September 23, 2023 4:50 PM","February 18, 2024 9:19 PM",Literature,Processed
Changing The Way We Look At Things,"September 25, 2023 12:12 AM","October 31, 2023 1:40 AM",Literature,Processed
Tackle Problems As They Emerge,"September 25, 2023 12:35 AM","October 31, 2023 1:40 AM",Literature,Processed
Naive World View,"September 25, 2023 1:00 AM","October 31, 2023 1:17 AM",Literature,Processed
Humans Are Incomplete,"September 30, 2023 4:03 PM","November 4, 2023 7:38 PM",Literature,Processed
Overproduction Of Dopamine,"September 30, 2023 4:07 PM","October 31, 2023 1:12 AM",Literature,Processed
LifeOS For Barranquilla,"September 30, 2023 8:15 PM","September 30, 2023 8:15 PM",Fleeting,Unprocessed
Barranquilla News Aggregator,"September 30, 2023 8:15 PM","September 30, 2023 8:23 PM",Fleeting,Unprocessed
Minamisawa Senri's ID,"September 30, 2023 8:20 PM","October 1, 2023 11:42 PM",Fleeting,Unprocessed
The Consequences Of Our Decisions,"October 1, 2023 11:46 PM","October 1, 2023 11:49 PM",Permanent,Processed
Unlimited Rulebook,"October 2, 2023 12:17 AM","October 2, 2023 12:18 AM",Fleeting,Processed
Why Did I Leave?,"October 2, 2023 12:20 AM","October 2, 2023 12:21 AM",Permanent,Processed
Monday Changes And Insights,"October 2, 2023 1:05 PM","October 2, 2023 1:10 PM",Fleeting,Processed
I'm Not Sure How I Am Awake,"October 10, 2023 12:51 PM","October 10, 2023 12:54 PM",Fleeting,Processed
I Don’t Know Rick I feel Dead,"October 12, 2023 1:49 AM","October 12, 2023 1:51 AM",Fleeting,Processed
My Life Is Not A Tragedy,"October 13, 2023 12:10 PM","October 13, 2023 12:15 PM",Fleeting,Processed
Hanging In There,"October 18, 2023 2:06 AM","October 18, 2023 2:08 AM",Fleeting,Processed
Short Week Insights,"October 18, 2023 1:11 PM","October 18, 2023 1:13 PM",Fleeting,Processed
I’m All Alone Now,"October 23, 2023 3:26 AM","November 4, 2023 8:21 PM",Fleeting,Processed
It's Been A While (Again),"October 30, 2023 1:10 PM","October 30, 2023 1:14 PM",Fleeting,Processed
Processing…Processing…,"October 31, 2023 12:22 PM","November 4, 2023 7:43 PM",Fleeting,Processed
Lab's Address,"November 15, 2023 2:01 PM","October 18, 2024 10:44 PM",Permanent,Processed
,"November 22, 2023 3:40 PM","November 22, 2023 8:14 PM",,Unprocessed
Monday On Fire,"November 28, 2023 2:34 AM","November 28, 2023 2:37 AM",Fleeting,Processed
Finance Reporter,"December 2, 2023 2:36 AM","December 2, 2023 2:40 AM",Fleeting,Unprocessed
December 1st,"December 2, 2023 4:54 AM","December 2, 2023 4:58 AM",Fleeting,Processed
Autonomous Strategist,"December 4, 2023 1:46 PM","December 4, 2023 1:46 PM",Fleeting,Unprocessed
Finance Report 2023-12-05,"December 6, 2023 2:14 AM","December 6, 2023 2:14 AM",,Unprocessed
Finance Report 2023-12-05,"December 6, 2023 2:25 AM","December 6, 2023 2:25 AM",,Unprocessed
Finance Report 2023-12-06,"December 7, 2023 2:24 AM","December 7, 2023 2:24 AM",Fleeting,Unprocessed
Finance Report 2023-12-06,"December 7, 2023 2:26 AM","December 9, 2023 2:55 PM",Fleeting,Unprocessed
It Feels Weird,"December 7, 2023 2:40 AM","December 7, 2023 2:43 AM",Fleeting,Processed
10x Moment,"December 8, 2023 12:16 AM","December 8, 2023 12:20 AM",Fleeting,Processed
Finance Report 2023-12-09,"December 9, 2023 4:27 PM","December 9, 2023 4:27 PM",Fleeting,Unprocessed
Finance Report 2023-12-09,"December 9, 2023 4:29 PM","December 9, 2023 4:29 PM",Fleeting,Unprocessed
Finance Report 2023-12-09,"December 9, 2023 5:20 PM","December 9, 2023 5:20 PM",Fleeting,Unprocessed
Finance Report 2023-12-10,"December 10, 2023 7:23 PM","December 10, 2023 7:23 PM",Fleeting,Unprocessed
,"December 12, 2023 1:57 AM","December 12, 2023 1:57 AM",,Unprocessed
"Work Day (@December 12, 2023)","December 12, 2023 12:47 PM","December 13, 2023 12:34 PM",Fleeting,Processed
"Work Day (@December 14, 2023)","December 14, 2023 5:32 AM","December 14, 2023 5:37 PM",Fleeting,Unprocessed
"Work Day (@December 18, 2023)","December 18, 2023 6:24 AM","December 19, 2023 12:44 AM",Fleeting,Processed
Finance Report 2023-12-18,"December 19, 2023 1:16 AM","December 19, 2023 1:16 AM",Fleeting,Unprocessed
Finance Report 2023-12-18,"December 19, 2023 1:30 AM","December 19, 2023 1:30 AM",Fleeting,Unprocessed
"Work Day (@December 19, 2023)","December 19, 2023 7:33 AM","December 22, 2023 11:40 PM",Fleeting,Unprocessed
"Work Day (@December 21, 2023)","December 21, 2023 5:26 AM","December 21, 2023 8:49 PM",Fleeting,Unprocessed
Finance Report 2023-12-21,"December 21, 2023 11:45 PM","December 21, 2023 11:45 PM",Fleeting,Unprocessed
"Work Day (@December 27, 2023)","December 27, 2023 5:23 AM","December 27, 2023 5:23 AM",Fleeting,Unprocessed
Believe In Your Strength,"December 30, 2023 4:56 PM","January 9, 2024 1:01 AM",Literature,Unprocessed
Hey Future Me,"December 31, 2023 4:52 PM","February 20, 2024 1:18 AM",Fleeting,Processed
Why Do I Do Things?,"January 3, 2024 2:20 AM","January 3, 2024 2:25 AM",Fleeting,Processed
"Work Day (@January 3, 2024)","January 3, 2024 7:29 AM","January 3, 2024 7:29 AM",Fleeting,Unprocessed
Darker Clouds,"January 5, 2024 3:11 AM","January 5, 2024 3:15 AM",Fleeting,Processed
"Work Day (@January 5, 2024)","January 5, 2024 5:49 AM","January 5, 2024 4:37 PM",Fleeting,Unprocessed
Darkest Night,"January 6, 2024 3:47 AM","January 6, 2024 3:49 AM",Fleeting,Processed
Keep Your Emotions In Check,"January 6, 2024 2:55 PM","February 3, 2024 4:30 PM",Literature,Processed
"Embrace Legacy, Keep Moving","January 9, 2024 12:36 AM","January 9, 2024 12:59 AM",Literature,Unprocessed
